event,text,class_label,event_type
2013_brazil_nightclub-fire,"In Brazil Nightclub Fire, a Frantic Struggle to Survive: SANTA MARIA, Brazil 鈥?The band was revving up, and Luciene Louzeiro was righ...",informative,accident
2013_brazil_nightclub-fire,@mattgutmanABC great piece on the Brazil nightclub fire. just saw it on ABC.,informative,accident
2013_brazil_nightclub-fire,"RT @RollingStone: In the wake of Brazil's deadly nightclub fire, special effects producers for live events are facing added scrutiny: ht ...",informative,accident
2013_brazil_nightclub-fire,RT @DFAIT_MAECI: #Canada Offers Condolences Following Nightclub Fire in #Brazil  @DianeAblonczyMP #DFAIT,informative,accident
2013_brazil_nightclub-fire,"Today, 01.27, in Santa Maria, Brazil, 245 people died in a fire at a nightclub. Now, many victims who survive鈥?",informative,accident
2013_brazil_nightclub-fire,RT @Duffygary: Filing on @bbcworld and @bbcworldservice constantly on #Brazil fire - hard to take in such a tragedy - so many young live ...,informative,accident
2013_brazil_nightclub-fire,"After deadly Brazil nightclub fire, safety questions emerge. ",informative,accident
2013_brazil_nightclub-fire,"RT @DrAlexConcorde: TopStory: Horror in Brazil: More than 230 Killed, 200 Injured, By Nightclub Fire ",informative,accident
2013_brazil_nightclub-fire,China expressed concern for Brazilian nightclub fire victims (brazilsun): Share With Friends:  |  ...  #Brazil #News,informative,accident
2013_brazil_nightclub-fire,Four People Arrested Over Brazil Nightclub Fire: Brazilian police have so far arrested four people in connection... ,informative,accident
2013_brazil_nightclub-fire,Brazil: Police arrest nightclub owner after fire ,informative,accident
2013_brazil_nightclub-fire,Death toll in Brazil nightclub fire rises to 180 - USA TODAY: The GuardianDeath toll in Brazil nightclub fire ri... ,informative,accident
2013_brazil_nightclub-fire,"@JessieJ Jessie, Brazil nightclub fire kills 232 in Santa Maria. Pray for the dead. :'(",informative,accident
2013_brazil_nightclub-fire,RT @msnNOW: Chaos of Brazil nightclub fire captured on amateur video ,informative,accident
2013_brazil_nightclub-fire,"Dying in a fire on a night out clubbing, is not a way to exit this world. RIP #SantaMaria 180.",informative,accident
2013_brazil_nightclub-fire,More than 150 dead in Brazil nightclub fire: RIO DE JANEIRO: More than 150 people died early Sunday when a fire ... ,informative,accident
2013_brazil_nightclub-fire,"Brazil nightclub fire kills more than 230 people: BRASILIA, Brazil (AP) 鈥?Flames raced through a crowded nightcl... ",informative,accident
2013_brazil_nightclub-fire,RT @GinsburgJobs: HORROR: AT LEAST 245 DEAD IN BRAZIL NIGHTCLUB BLAZE   via @HuffPostWorld,informative,accident
2013_brazil_nightclub-fire,Another lesson to nightclub owners; place safety first not revenue.  Brazil nightclub fire likely killed more than 200. ,informative,accident
2013_brazil_nightclub-fire,"Clubbers trampled in panic: A deadly nightclub fire has killed more than 200 people in Santa Maria, Brazil.  #news",informative,accident
2013_brazil_nightclub-fire,Brazil police reportedly question 4 in nightclub fire ,informative,accident
2013_brazil_nightclub-fire,"RT @duda_luglio: We just need to pray, because God knows everything #PrayForSantaMaria #PrayForBrazil",informative,accident
2013_brazil_nightclub-fire,"If you hate Brazil, forget it. They need your support! 245 teenagers dead in nightclub fire in southern Brazil... #PrayForSantaMaria",informative,accident
2013_brazil_nightclub-fire,RT @TabBep: Very upset about #SantaMaria tragedy. Kids went out to have fun at a club &amp; died due to a preventable fire. So sorry for ...,informative,accident
2013_brazil_nightclub-fire,Brazil Nightclub Fire: Lady Gaga Prays for Victims as Police Make Arrests: The Paparazzi hitmaker amongst stars ... ,informative,accident
2013_brazil_nightclub-fire,Brazil nightclub fire leaves 233 people dead 鈥?Washington Post:  Brazil nightclub fire leaves... ,informative,accident
2013_brazil_nightclub-fire,Will the violence ever stop? My condolences to all those affected by the #SantaMaria tragedy. 馃檹 for them.,informative,accident
2013_brazil_nightclub-fire,Brazil nightclub guards stopped partiers from fleeing deadly blaze ,informative,accident
2013_brazil_nightclub-fire,"RT @BBCBreaking: Death toll from fire at nightclub in Santa Maria in southern #Brazil has now reached 245, police say ",informative,accident
2013_brazil_nightclub-fire,RT @BrasilianProbs: R.I.P to all those people #ithurts #PrayersToBrazil #PrayforBrazil #PrayForSantaMaria #prayerstobrasil  ...,informative,accident
2013_brazil_nightclub-fire,"Just read about the brazil nightclub fire, absolutely shocking!",informative,accident
2013_brazil_nightclub-fire,RT @CP24: The death toll from a fire at a nightclub in Brazil has risen to 245.,informative,accident
2013_brazil_nightclub-fire,"@RealBoobooFivel A tragedy happened today in Brazil,a nightclub caught fire and 232 were confirmed dead, u could use this &gt; #For莽aSantaMaria",informative,accident
2013_brazil_nightclub-fire,Fox Insider: Brazil Nightclub Fire Kills 245 People At Least: A fire swept through a crowded nightclub in southe... ,informative,accident
2013_brazil_nightclub-fire,RT @AP: BREAKING: Death toll rises to at least 245 in Brazil nightclub fire,informative,accident
2013_brazil_nightclub-fire,Three held over Brazil club fire: Brazilian police arrest three people in connection with a fire at a nightclub ... ,informative,accident
2013_brazil_nightclub-fire,#SNN Police say lit flare sparked devastating Brazil nightclub fire: The lead police invest...  #News #Gcc #arab #us,informative,accident
2013_brazil_nightclub-fire,'Complete panic' as 232 killed in Brazil nightclub fire - USA TODAY ,informative,accident
2013_brazil_nightclub-fire,"RT @laceexo: SO UPSETTING 2 see all of this about this nightclub tragedy in BRAZIL... LOVE, THOUGHTS &amp; PRAYERS are with YOU ALL #Pra ...",informative,accident
2013_brazil_nightclub-fire,245 killed in deadly nightclub fire in southern #Brazil -  ,informative,accident
2013_brazil_nightclub-fire,RT @nydailynews: At least 240 dead in southern Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,"My solidarity to Brazil, Rio Grande do Sul by the tragedy of 245 students and friends killed in a nightclub. #PrayForSantaMaria",informative,accident
2013_brazil_nightclub-fire,Lady Gaga鈥檚 Earnest Prayers For Fan Killed in Brazil Nightclub Fire ,informative,accident
2013_brazil_nightclub-fire,RT @apl_de: Just heard what happened in #SantaMaria. So terrible :( My heart &amp; prayers are with their family &amp; friends &amp; #Br ...,informative,accident
2013_brazil_nightclub-fire,RT @JennelAGarcia: I love yall too! Thanks for this my new pet!:) #PrayForSantaMaria #SantaMaria  #Brazil ,informative,accident
2013_brazil_nightclub-fire,RT @eRTme: 245 people dead in Brazil nightclub fire  #NY #NYC,informative,accident
2013_brazil_nightclub-fire,"It is yet again proven by the #fire in #Brazil that #death could be sudden, U dont have 2 b sick or old 2 die. Spend life obeying #Allah",informative,accident
2013_brazil_nightclub-fire,"Brazil, Mexico And Other Deadly Nightclub Fires In Latin America ",informative,accident
2013_brazil_nightclub-fire,"@killhim A terrible tragedy happened in Santa Maria, Rio Grande do Sul, Brazil. Let's all pray for them! #SantaMaria",informative,accident
2013_brazil_nightclub-fire,"At least 90 people die in a nightclub fire in southern Brazil, local media says: Remarque importante 脿...  @romandie",informative,accident
2013_brazil_nightclub-fire,BBC News - In pictures: Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,"Neglect, errors to blame in Brazil nightclub fire 鈥?The Age  #brazil #currency",not_informative,accident
2013_brazil_nightclub-fire,"RT @kaisha: Oh no! This is horrible! 鈥淍GGPolitics: BREAKING: Fire sweeps through Brazil nightclub, officials say at least 220 people are ...",informative,accident
2013_brazil_nightclub-fire,233 killed in toxic smoke due to nightclub fire in Brazil|  via @YahooNews Thoughts go out to those family members.,informative,accident
2013_brazil_nightclub-fire,#WorldNews #News Hundreds dead in Brazil nightclub fire: CNN's Shasta Darlington reports on the chaos following ... ,informative,accident
2013_brazil_nightclub-fire,My heart goes out to those who were trapped in the fire at Kiss Nightclub in Brazil.,informative,accident
2013_brazil_nightclub-fire,Reading about the nightclub fire in Brazil. So tragic. Thoughts and prayers go out to my Brazilian fans.,informative,accident
2013_brazil_nightclub-fire,"RT @BBCBreaking: Fire in nightclub in southern #Brazil city of Santa Maria leaves at least 70 dead, local media report ",informative,accident
2013_brazil_nightclub-fire,100 people in hospital following Brazil nightclub fire that killed 233: About 100 people remain in hospital in B... ,informative,accident
2013_brazil_nightclub-fire,Nearly at 300 followers Wow !!! anyone want to make me really happy?   #santamaria,informative,accident
2013_brazil_nightclub-fire,"RT @cnnbrk: Death toll climbs to 220 in Brazil nightclub fire, official says. ",informative,accident
2013_brazil_nightclub-fire,"RT @Updatees1D: If you didn't know, a nightclub caught fire in Brazil and 235 people lost their life. My heart is with Brazil.",informative,accident
2013_brazil_nightclub-fire,"RT @RollingStone: After the January nightclub fire in Brazil, the American concert industry remains divided on safety regulations: http: ...",not_informative,accident
2013_brazil_nightclub-fire,RT @RafaelNadal: All my support and strength to the affected of the fire in #Brazil. This kind of situation should not happen again!,informative,accident
2013_brazil_nightclub-fire,Brazil nightclub owner blames country for fire ,informative,accident
2013_brazil_nightclub-fire,Oh no! :( @rapplerdotcom: More than 150 dead in Brazil nightclub fire. Read: ,informative,accident
2013_brazil_nightclub-fire,RT @SnottieDrippen: Club was fiyahhhh RT @AP: BREAKING: Police say at least 90 people dead in nightclub fire in southern Brazil,informative,accident
2013_brazil_nightclub-fire,#PrayForSantaMaria  #PrayForBrazil STAY STRONG we love you and we're here to support you guys,informative,accident
2013_brazil_nightclub-fire,Tragedy in Brazil nightclub! ,informative,accident
2013_brazil_nightclub-fire,US donates medicine for survivors of nightclub fire in Brazil ,informative,accident
2013_brazil_nightclub-fire,Jeebus RT @SkyNewsAust: 90 dead in Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,"@Ellie_Heydon @neartodrew: @bieberskatesx death toll from fire at nightclub in Santa Maria,  Brazil,  245 Beliebers praying for all",informative,accident
2013_brazil_nightclub-fire,Photos: Hundreds dead after Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,RT @BBCBreaking 1 owner of Kiss nightclub and 2 members of band arrested in #Brazil. Nightclub fire killed 231 people. ,informative,accident
2013_brazil_nightclub-fire,RT @caribnews: BREAKING: Police say 245 dead in Brazil nightclub fire - AP,informative,accident
2013_brazil_nightclub-fire,RT @BBCBreaking: People screamed but security tried to keep only exit shut - eyewitness accounts from #Brazil as fire kills 230 http:/ ...,informative,accident
2013_brazil_nightclub-fire,RT @BitsieTulloch: Praying for the hundreds killed in nightclub fire in Brazil. So tragic :(,informative,accident
2013_brazil_nightclub-fire,Brazil Nightclub Fire: 'Ninety' Killed ,informative,accident
2013_brazil_nightclub-fire,RT @ShaiArctic: I guess nobody called 911 when shawty was fire burning on the dancefloor in a Brazil nightclub.,informative,accident
2013_brazil_nightclub-fire,"Brazil Nightclub Fire Kills At Least 232 People (VIDEOS, PHOTOS):    ",informative,accident
2013_brazil_nightclub-fire,RT @nouisfeelings: #PrayForBrazil hug me gringas,informative,accident
2013_brazil_nightclub-fire,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,informative,accident
2013_brazil_nightclub-fire,"RT @nickyromero: Shocked about what happened in a nightclub in Brazil. 245 people died due to a fire.  RIP to all victims, thoughts go o ...",informative,accident
2013_brazil_nightclub-fire,From joy to tragedy: Inside the Brazil nightclub where 233 died   via @NBCNewsWorld,informative,accident
2013_brazil_nightclub-fire,RT @BBCWorld: #Brazil fire deaths: Smoke engulfed nightclub in major university city when soundproofing set alight - officials  ...,informative,accident
2013_brazil_nightclub-fire,Brazil club fire: Owner blames whole country The co-owner of a Brazilian nightclub where more than 230 people died in a fire is blaming,informative,accident
2013_brazil_nightclub-fire,"AP News - Neglect, errors to blame in Brazil nightclub fire ",informative,accident
2013_brazil_nightclub-fire,Brazilian nightclub owner blames 'whole country' for fire deaths: The owner of a nightclub in southern Brazil wh... ,informative,accident
2013_brazil_nightclub-fire,Brazil mourns nightclub fire dead: Brazil declares three days of national mourning for 231 people killed in a ni... ,informative,accident
2013_brazil_nightclub-fire,Awful~&gt;@Gawker: So far 245 people are confirmed dead following a massive nightclub fire in southern Brazil. ,informative,accident
2013_brazil_nightclub-fire,Terrible #nightclub #fire in #Brazil. 200+ reported dead. Follow #BBCBrasil's @Duffygary for latest,informative,accident
2013_brazil_nightclub-fire,"RT @AP: After nightclub fire that killed 238, worries are raised about safety during Brazil's Carnival:  -RAS",informative,accident
2013_brazil_nightclub-fire,Brazil police blame cheap fireworks for nightclub disaster - euronews: euronewsBrazil police blame cheap firewor... ,informative,accident
2013_brazil_nightclub-fire,Local media: Brazil nightclub fire kills at least 90: SAO PAULO (Reuters) - At least 90 people were killed in a ... ,informative,accident
2013_brazil_nightclub-fire,The Lede Blog: Fire at a Nightclub in Southern Brazil: Scenes from an intense fire that ripped through a nightclub crowded with unive...,informative,accident
2013_brazil_nightclub-fire,Pope: Dismay and prayers for victims of Brazil nightclub blaze ,informative,accident
2013_brazil_nightclub-fire,@ijustine Hi Justine!!! Did you know about the tragedy in the nightclub on my country (BRAZIL)?????,informative,accident
2013_brazil_nightclub-fire,Horrible. RT @standardnews: '245 dead' in Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,"According to Band TV, there were so many dead that to transfer to the sports center was necessary to use trucks. #SantaMaria",informative,accident
2013_brazil_nightclub-fire,Dozens killed in Brazil nightclub fire ,informative,accident
2013_brazil_nightclub-fire,Nightclub fire kills at least 245 in southern Brazil (PHOTOS) ,informative,accident
2013_brazil_nightclub-fire,"RT @Reuters: Brazil detains band, club owners after deadly nightclub fire  ",informative,accident
2013_brazil_nightclub-fire,Just heard that over 200 people have lost there lives in a nightclub fire in Brazil! such a horrible disaster R.I.P 鈾?en,,accident
2013_brazil_nightclub-fire,Nightclub Fire in Brazil Kills at Least 232 [#UPDATE] -  Officials say at least 232 people died in a...   #SantaMaria,informative,accident
2013_brazil_nightclub-fire,RT @ItsJillJensen: Please please every #PrayForSantaMaria #PrayForBrazil y'all are in my thoughts and prayers &lt;3,informative,accident
2013_brazil_nightclub-fire,"Report: Brazil blaze club owner, band members, held - A nightclub owner and two members of a band have been arrested... ",informative,accident
2013_brazil_nightclub-fire,RT @ABC7Chicago: A tragic story out of #Brazil: at least 245 people are dead after a fire broke out in a nightclub. ,informative,accident
2013_brazil_nightclub-fire,What a terrible thing happened in #SantaMaria during the night! Fire in the club and the guys making you pay the bill to go out.,informative,accident
2013_brazil_nightclub-fire,@CNNPR: Tonight on@AC360: what caused #Brazil nightclub fire? @ShastaCNN &amp;amp;@mattgutmanABC weigh in ,informative,accident
2013_brazil_nightclub-fire,RT @res7cuefox5: Video: Firefighters and civilians battle to rescue people from the nightclub fire in Brazil - @mpoppel tessmer077 http: ...,informative,accident
2013_brazil_nightclub-fire,230 people killed in a fire in a nightclub in brazil only 1 exit in the whole place #disgraceful,informative,accident
2013_brazil_nightclub-fire,@Bryan277 @luis16saurez you mean even more trouble!!!! Fingers are being pointed at Luis for the nightclub fire in Brazil last week,informative,accident
2013_brazil_nightclub-fire,RT @nytimes: Scores Dead as Fire Sweeps Through Nightclub in Brazil ,informative,accident
2013_brazil_nightclub-fire,"RT @storyfulpro: BRAZIL: At least 90 killed in fire in nightclub Kiss, Santa Maria. Fire started at 2.00am local. Diario de Santa Maria  ...",informative,accident
2013_brazil_nightclub-fire,"RT @funkmasterflex: (Photos) Fire Kills Over 245 People In Brazil Nightclub, Hundreds More Injured -  #IFWT",informative,accident
2013_brazil_nightclub-fire,RT @CooIPost: Sending all my thoughts to the victims and the families that lost members. RIP all the victims in #SantaMaria. #PrayForSan ...,informative,accident
2013_brazil_nightclub-fire,(VIDEO) Brazil Nightclub Fire Kills About 180 People: Follow @UnilagOlodo A fire swept through a crowded nightcl... ,informative,accident
2013_brazil_nightclub-fire,Death toll in Brazil nightclub fire rises to 237: State health officials say a 22-year-old man injured in last w... ,informative,accident
2013_brazil_nightclub-fire,RT @SelMyAddiction: #PrayForBrazil AND #PrayForSantaMaria! we from USA loves you! :(,informative,accident
2013_canada_lac-megantic-train-crash,"RT @InquisitionNews: Toll hits 13 dead, dozens missing in Canada's runaway train disaster: LAC-MEGANTIC, Quebec, July 8 (UPI)... ",,accident
2013_canada_lac-megantic-train-crash,"RT @CTVNews: UPDATE: Quebec premier tours Lac-Megantic, promises to help community rebuild ",informative,accident
2013_canada_lac-megantic-train-crash,"RT @jamesmennie: #LacMegantic clean up to take months, cost millions. Listen to The Story So Far at  #montrealatthemo鈥?en",,accident
2013_canada_lac-megantic-train-crash,Lac-M茅gantic victims pose challenge for forensic experts  #forensics #biology #scichat,informative,accident
2013_canada_lac-megantic-train-crash,Take a closer look at aerial photos of area affected by train explosion in #LacMegantic ,informative,accident
2013_canada_lac-megantic-train-crash,RT @TeslaMotorsClub: Video: Do you need a reason to hate our petroleum based economy?  Here's one - Lac Megantic  #te鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @MediatedJustice: Quebec's Lac-M茅gantic Train Tragedy Caused By Govt #Deregulation &amp; #CorporateCrime  #LacMegantic鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @Canadiensblog: #entertainment McCartney performs on the Plains - Paul McCartney paid tribute to victims of the Lac-Megantic trage... ht鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @JillKerby: One dead and up to 60 missing after crude oil train explodes in Quebec town of Lac Megantic.  via @Ind鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @FCP_Ontario: Our thoughts and prayers with families in #LacMegantic coping with train disaster aftermath.  #ONpoli #Quebec,informative,accident
2013_canada_lac-megantic-train-crash,"I went through there years ago, so beautiful - what a shame. RT @mattgood: Thoughts today are with everyone in Lac-M茅gantic.",informative,accident
2013_canada_lac-megantic-train-crash,RT @deepgreendesign: #Safety #Fail: R @ArmstrongGN #Water scooped from La Chaudiere River ~2 kms down from #Lac Megantic. ,,accident
2013_canada_lac-megantic-train-crash,"#DirtyOil Runaway oil train explodes in Canadian town, 4 dead, 40 missing (VIDEO)  #KeystoneXL #TarSands",informative,accident
2013_canada_lac-megantic-train-crash,"@CensoredNewsNow 鈥?gt; Dreadful鈥? Several missing as Canada oil train explosion for... (PHOTOS, VIDEO) 鈥?RT News  #nwo",informative,accident
2013_canada_lac-megantic-train-crash,"Ppl in Lac-Megantic, QB disgusted by comments made by head of company linked to last wknd rail disaster. @jesse_johnston has more this AM",informative,accident
2013_canada_lac-megantic-train-crash,Wow. 20 innocent people dead. Just so devastating. My thoughts and prayers go out to everyone effected by the tragedy of Lac Megantic,informative,accident
2013_canada_lac-megantic-train-crash,RT @jianghomeshi: The number has risen to 20 confirmed dead in #LacMegantic. 50 unaccounted for. Just so incredibly horrible. #Quebec,informative,accident
2013_canada_lac-megantic-train-crash,This report is incredible. / @RosaHwangCTV: This story by @CTVBeauchemin are the stuff of nightmares.  #LacMegantic,informative,accident
2013_canada_lac-megantic-train-crash,RT @BreakingNews: Canadian police say 50 people now unaccounted for in Quebec train crash; 20 bodies recovered - @CBCAlerts ,,accident
2013_canada_lac-megantic-train-crash,Lac-M茅gantic investigators ask Transport Canada for 'urgent' review of twin ... - Montreal Gazette: Montreal G... ,informative,accident
2013_canada_lac-megantic-train-crash,24 bodies found in Quebec train crash ,informative,accident
2013_canada_lac-megantic-train-crash,"RT @CBCNB: Irving Oil, Dakota Holdings added to Lac-M茅gantic class action ",informative,accident
2013_canada_lac-megantic-train-crash,"Quebec's Lac-M茅gantic oil train disaster not just tragedy, but corporate crime | @scoopit ",informative,accident
2013_canada_lac-megantic-train-crash,RT @TheCurrentCBC: Photo gallery: A glimpse of the people and places you heard about in today's #LacMegantic segment ,,accident
2013_canada_lac-megantic-train-crash,"Lac-Megantic Explosions And Fire at Quebec, Canada: @YouTube arac谋l谋臒谋yla ",informative,accident
2013_canada_lac-megantic-train-crash,RT @RussDiabo: @ezralevant is tweeting BS insinuations about INM &amp; DOL being connected to the Quebec train derailment. Uses every chance to鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @BloombergNews: Anger mounts in Quebec as death toll from train explosion doubles | ,informative,accident
2013_canada_lac-megantic-train-crash,RT @Transport_gc: We would like to convey our condolences to the families of those affected by the #lacmegantic accident ,,accident
2013_canada_lac-megantic-train-crash,#Quebec brings in 9/11 expert to help sift through train crash debris    #LacMegantic  #laS没ret茅duQu茅bec  #cdnpoli,informative,accident
2013_canada_lac-megantic-train-crash,"RT @AP: Homes in flames, several missing, hundreds evacuated after train carrying crude oil derails in Quebec town:  鈥?en",,accident
2013_canada_lac-megantic-train-crash,RT @MaxCole1: Image of devastation in Lac-Megantic sent to us by a viewer. ,informative,accident
2013_canada_lac-megantic-train-crash,Thinking of the folks in #LacMegantic . I hope the rest of your missing are found soon and whole.,informative,accident
2013_canada_lac-megantic-train-crash,RT @LorenMcGinnis: Speechless. #LacMegantic before and after. ,informative,accident
2013_canada_lac-megantic-train-crash,RT @Min_Reyes: Quebec oil-train tragedy triggered oil spill that threatens water supplies  #cdnpoli #lacmegantic,informative,accident
2013_canada_lac-megantic-train-crash,"RT @Alex_Panetta: Friends from Italy called, concerned, after seeing this item about Lac Megantic. Like an atomic (bomb) ",,accident
2013_canada_lac-megantic-train-crash,"DTN World News: Train explodes in Lac-M茅gantic, Quebec forcing residents to flee - Toronto Star: CTV NewsTrain... ",informative,accident
2013_canada_lac-megantic-train-crash,"RT @BreakingNews: Update: 5 now dead, 40 reported missing in Quebec train derailment, police say - @CBCAlerts",informative,accident
2013_canada_lac-megantic-train-crash,Photo: Explosion from Quebec train derailment - via @Forian  #sp4zee,informative,accident
2013_canada_lac-megantic-train-crash,Canada: Quebec Oil Train Wreck - Government Slow in Admitting That as Much as 60 Are Dead ,informative,accident
2013_canada_lac-megantic-train-crash,RT @NewsBreaker: EXPLOSION: Massive blast as train derails and explodes into a major fire in Quebec's Eastern Townships ,,accident
2013_canada_lac-megantic-train-crash,RT @NaomiAKlein: Letter: Many questions about the Lac-M茅gantic disaster ,informative,accident
2013_canada_lac-megantic-train-crash,@JustinTrudeau When will you realize that your presence would be appreciated in Lac Megantic. While you play others suffer.,informative,accident
2013_canada_lac-megantic-train-crash,RT @AP: Death toll in Quebec oil train derailment rises to three; could rise further:  -SS,informative,accident
2013_canada_lac-megantic-train-crash,HuffPostQu茅bec reports *at least* 80 missing #LacMegantic ,informative,accident
2013_canada_lac-megantic-train-crash,Media tours Lac-Megantic red zone for first time since derailment ,informative,accident
2013_canada_lac-megantic-train-crash,RT @emily_senger: RT @perreaux: No. 2 in this graphic says everything about what happened to those poor people in the Lac-M茅gantic bar. htt鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @CBCNB: Train derailment in Quebec may provide lessons in Saint John ,informative,accident
2013_canada_lac-megantic-train-crash,"Lac-Megantic train probably came through Windsor: ...  here's the problem: You don't know when, you don't know... ",informative,accident
2013_canada_lac-megantic-train-crash,"Fascinating, eye-opening piece from @NatGeo: Oil Train Tragedy in Canada Spotlights Rising Crude Transport by Rail ",informative,accident
2013_canada_lac-megantic-train-crash,"RT @YourAnonNews: BREAKING: 1 dead in 73 car oil tanker train derailment &amp; explosion in Quebec; 1000 evacuated, much of town destroyed http鈥?en",,accident
2013_canada_lac-megantic-train-crash,RT @AshaTomlinson: #Burkhardt: We are making an abject apology to the people in this town. #LacMegantic,informative,accident
2013_canada_lac-megantic-train-crash,ABC US -  Quebec Train Crash Death Toll Now at 20 ,informative,accident
2013_canada_lac-megantic-train-crash,RT @AP: AP VIDEO: Passerby records enormous fireball that followed oil tanker train derailment in Quebec:  -SS,informative,accident
2013_canada_lac-megantic-train-crash,RT @countryrose763: @cnnbrk Why are you not showing the disaster in Quebec with the oil train???,informative,accident
2013_canada_lac-megantic-train-crash,The Lac Megantic Tragedy. Canada鈥檚 Runaway Freight Train. Good Old Capitalist Cost-Cutting: T...  #alternativenews,informative,accident
2013_canada_lac-megantic-train-crash,@JustinTrudeau thx for stopping by AB for flood cleanup. But right now bigger help needed in Quebec over train explosion.,informative,accident
2013_canada_lac-megantic-train-crash,"Excellent, powerful reporting from @titocurtis in the #LacMegantic red zone ",informative,accident
2013_canada_lac-megantic-train-crash,RT @perreaux: This was our midnight update. There should be more out of Lac-M茅gantic soon. ,informative,accident
2013_canada_lac-megantic-train-crash,Support our brothers &amp; sisters in time of need #LacMegantic,informative,accident
2013_canada_lac-megantic-train-crash,"Checking to see if rules of Road + Safety Act, as well as Transport of Dangerous Goods Act have been followed #LacM茅gantic",informative,accident
2013_canada_lac-megantic-train-crash,"Along with 72 tanker cars of crude oil, the validity of deregulation crashed and burned in Lac-Megantic, Quebec. ",informative,accident
2013_canada_lac-megantic-train-crash,"RT @itsdgc: If casualties continue to rise in #LacMegantic, this accident could also be one of the deadliest rail incidents in North Americ鈥?en",,accident
2013_canada_lac-megantic-train-crash,RT @Zaganashikwe: Canada鈥檚 newspapers whitewash government culpability in #LacM茅gantic tragedy - World Socialist Web Site: ,,accident
2013_canada_lac-megantic-train-crash,"The Lac-Megantic train engineer: LAC-MEGANTIC, Que. 鈥?His face gripped with terror, the train driver sprang out of... ",informative,accident
2013_canada_lac-megantic-train-crash,Engineer blamed for Quebec train derailment: A train operator's chief executive has blamed a local engineer fo... ,informative,accident
2013_canada_lac-megantic-train-crash,Memorial for the tragedy of Lac-Megantic. Keep strong. #memorial #lakemegantic #megantic #tragedy鈥?,informative,accident
2013_canada_lac-megantic-train-crash,There are still over 50 people working in the red zone #LacM茅gantic,informative,accident
2013_canada_lac-megantic-train-crash,RT @beecoz3001: 5.7 million litres of oil spilled in Lac-M茅gantic ,informative,accident
2013_canada_lac-megantic-train-crash,Canada train blast: Blame game over Lac-Megantic disaster ,informative,accident
2013_canada_lac-megantic-train-crash,The whole train was compressed into a few hundred feet in some spots. And cars piled three high in certain places #LacMegantic,informative,accident
2013_canada_lac-megantic-train-crash,Train carrying crude oil derails in Quebec  #usa #e...,informative,accident
2013_canada_lac-megantic-train-crash,#news Police sift through 'crime scene' days after Quebec train crash  #reuterstopnews,informative,accident
2013_canada_lac-megantic-train-crash,"Local firefighters are volunteers, but today they truly acted as professionals says #LacMegantic fire chief.",informative,accident
2013_canada_lac-megantic-train-crash,"Lac-Megantic vigils as toll rises: Vigils are held in Canada for victims of the Lac-Megantic train disaster, as officials say the num...",informative,accident
2013_canada_lac-megantic-train-crash,"RT @CBCAlerts: Downtown #Lac-Megantic, Que., in flames after derailment  . Mayor says city centre destroyed. ",informative,accident
2013_canada_lac-megantic-train-crash,Ottawa pledges to 'be there' for Lac-M茅gantic with $60-million aid plan - Globe and Mail ,informative,accident
2013_canada_lac-megantic-train-crash,RT @AntoniaZ: Too many people are making this an oil story when it's a deregulation and safety story IMO #LacM茅gantic #cdnpoli #deregulation,informative,accident
2013_canada_lac-megantic-train-crash,CANADA:聽Police: 24 bodies now found in Quebec train crash ABC says higher:聽Canada train鈥?,informative,accident
2013_canada_lac-megantic-train-crash,"Lac-Megantic train derailment: videos, photos from the scene ",informative,accident
2013_canada_lac-megantic-train-crash,"Powerful perspective by @andrew_leach. Lac-M茅gantic isn't good for pipelines鈥攊t's bad for oil, period ",informative,accident
2013_canada_lac-megantic-train-crash,RT @melaniepepe: Why the World Needs Translators: 脡dition Lac-M茅gantic  by @YaelOss cc: @apfelbee @hyperlingo @donnap鈥?en,,accident
2013_canada_lac-megantic-train-crash,RT @Steverukavina: Priest in #LacMegantic : 50 peals of the bell at st-Agnes church Saturday at noon followed by moment of silence,informative,accident
2013_canada_lac-megantic-train-crash,At least 80 missing in Canada train blaze: firefighter: At least 80 people are missing after a driverless oil ... ,informative,accident
2013_canada_lac-megantic-train-crash,Quebec police: More oil train deaths expected  ,informative,accident
2013_canada_lac-megantic-train-crash,I visited Lac Megantic last year. It is such a pretty town. Everyone was so friendly.It is heartbreaking to have this happen....,informative,accident
2013_canada_lac-megantic-train-crash,RT @gerfingerpoken: (IBD) Canadian Oil Train Wreck Shows Safety Of And Need For Keystone XL Pipeline  - ,,accident
